Hospital,Patient Count,Total Billing
Carter-Sanchez,1,20146.74441121441
"Bell Phillips, Hoffman and",1,42778.51915509864
Group Hebert,1,30832.185820124367
Inc Everett,1,3444.6351499402754
Ltd Stevens,6,161916.855500721
White-Freeman,1,44870.56351472825
Walker-Cross,2,65792.53760253444
"Johnson Hodges and Mills,",1,44831.453250247
Chung-Russell,1,35302.936227743994
Sons Gilbert and,1,26635.043128736485
"and Rogers Myers, Massey",1,40701.75936254474
"and Clark, Frazier Gonzalez",1,36413.43110900392
"and Kidd, Jenkins Mitchell",1,13204.451837464301
"Zuniga Williams, and Gordon",1,41754.75673527902
Hansen-Howard,1,11508.476901585984
"Williams and Thomas, Kim",1,14469.287271526651
"and Johnson Howard, Gutierrez",1,13702.20443288262
Sharp Inc,1,23981.98415422553
Ponce Inc,2,32341.650070335047
Atkins-Higgins,1,32598.469774008994
Carter-Hawkins,1,10748.22563560289
"Hall Woods and Johnson,",1,3649.4334036180117
"Grant, and Wood Larsen",2,54638.96086100213
"Rice, and Johnson Adams",1,13884.159978884716
"Watson Watts Boyd, and",1,8542.680230927133
"and Miller, Guzman Jones",1,18751.849759132387
Greene-Huber,2,42260.834344551
"Reeves and Bryant Fisher,",1,1783.5884958970637
"Rocha Reed, Brown and",2,97584.34805868632
Stone-Ford,1,18037.371197651195
Murphy Inc,10,215348.04999862245
"Cobb Stewart, and Morris",1,14807.327681097697
Hughes LLC,3,106047.765985045
"Young Luna and Cochran,",1,25166.145037357408
"and Foster Johnson Thompson,",1,47822.55646878989
"Manning Brown and Johnson,",1,36827.429912199135
"Jones and Williams Williams,",1,9606.235129494984
Taylor-Sweeney,1,7433.868101702074
"Carter and Dunn King,",1,27278.87054268726
Jackson Group,8,179887.93361178308
"and Schroeder Woods Carter,",1,36398.52814179202
Austin-Smith,3,72622.20610450408
Woodard-Ramirez,1,16458.10887134896
"Thomas, and Allen Smith",1,4325.366722648388
Reynolds-Johnson,1,9726.847598424712
"and Lara, Rivas Wilson",2,48570.72590959792
Riggs-Sellers,1,38399.39931699448
"Pugh and Jones Marshall,",1,29937.416396496577
Carter-Watson,1,18002.069291796495
Scott-Allen,1,43896.68219483827
Edwards-Hendrix,2,101604.17863603173
"Meyer and Barton Luna,",1,30219.633382722255
Waters-Ramirez,1,7488.077225181134
May-Bailey,1,3449.3620511307163
Mcbride Group,2,28587.612574967137
Inc Obrien,2,44670.82101289443
"Gonzales and Smith, Sweeney",1,9638.638651018397
Obrien-Noble,1,41010.10099648142
"and Cox, Ortiz Savage",1,38597.798831069806
Burch-Thornton,1,18455.42018276636
"Williams Rich and Baird,",1,39540.269600322434
"Black, and Mckinney Lewis",2,54200.92575498539
"Hood, Powers and Stephenson",1,23889.891081680573
Davis-May,1,5113.668756310259
"and Brown, Buckley Luna",1,40422.22684673657
Mcgee-Floyd,1,30350.37959270721
Escobar-Henry,1,1759.657566270384
Chung-Ramirez,1,41558.383526469595
Frazier-Baker,1,21392.688094947458
Roberts-Hill,1,22309.935875552022
"Tanner and Walker Wallace,",1,31697.0636283442
"and Hawkins, Ferguson Gomez",1,29642.659542512047
"Nguyen Obrien, Morales and",1,27050.09886583538
"Johnson and Wilkerson, Crane",1,17133.37853346565
"Acosta, and Price Jackson",1,47389.46992956413
"Lopez Wright Joseph, and",1,43154.35517787107
Padilla-Mack,1,37595.80302874018
"Thomas and Moore Cameron,",1,44371.006931683645
Stewart-Rose,1,2609.556985811535
Ltd Schmidt,1,36287.01340179927
"Smith and Johnson, Walker",2,38948.314082143464
Ramirez-Marks,1,8439.072150745502
"Jackson, and Dorsey Simpson",1,38611.00291141849
"Edwards and Solomon, Perez",1,18039.097084694782
"Dixon, Kramer Duncan and",1,40554.70082302303
Reynolds-White,1,8467.242716326524
"and Jones, Brown Anderson",1,29593.28953311313
Matthews-Flores,2,60219.45408674903
"and Garcia, Garrison Lewis",1,47874.21338549523
"King, Lawson Garrett and",2,67396.25657574141
Inc Hooper,1,49598.03385489196
"Taylor Patel Mendoza, and",1,26629.60657062065
Byrd-Porter,2,45081.21999352136
Morton-Morales,1,14624.106493211097
Reese-Nelson,1,18219.276531991916
"and Johnson Sandoval, Scott",1,49864.39085634549
"Adams, Proctor Evans and",1,26533.25271914112
"Eaton Jones, and Finley",1,4419.814551849782
Bernard-Sullivan,1,13284.522221779607
Inc Moran,2,95772.60697863465
Monroe-Martinez,1,35153.691302794155
Blackburn PLC,1,45513.63019606113
Dixon-Ray,1,6535.630568473896
"Morgan Marquez and Johnson,",1,34624.31106866173
"Alexander, Schneider and Wilson",1,5702.770921415536
Williams-Jackson,2,44825.3863937816
and Sons Mora,1,14705.640636761298
"Jordan Clark Leblanc, and",1,49148.9816166078
Byrd-Castillo,1,30122.260903419756
Aguilar PLC,2,86482.96162514664
and Sons Cisneros,1,35716.26720503522
Hart-Lucas,1,19148.651228231
Davis-Cameron,1,11787.23687743361
James-Whitaker,1,25359.424344628456
Sons Horn and,1,23684.52547274483
Group Rodriguez,12,358200.4700979971
Merritt-Gray,1,5259.273049647717
"Vaughan Parker and Wagner,",1,22868.530342201586
LLC Clayton,1,48887.23452420244
"Clark, Garza Tate and",1,40825.084666764466
Torres-Johnson,1,41966.56890997784
Owens-Adkins,1,13534.109452421952
Herman-Griffin,1,7238.9633123566655
Mcclure Inc,1,41210.76571619064
Miles-Sanchez,1,18510.33014774858
Matthews Group,6,139259.77342902657
Steele-Robinson,1,47337.95534838448
"Alvarez Austin Snyder, and",1,21513.526584342126
LLC Dickerson,1,50838.482955635955
Hernandez-Patton,1,22456.62482865756
"Long, and Richards Nelson",1,43090.6577754766
Garcia-Jackson,2,58336.09337337372
"Dixon Smith, and Navarro",1,34688.847861694
Kelley LLC,2,57834.97101398701
Dickerson-Gordon,1,36144.21380881523
"Rogers, Kennedy and Adams",1,37993.46185999082
Norton-White,1,29688.11238918388
"Olson Knight and Phillips,",1,23421.4807949946
"and Rocha Wilson, Vargas",2,73780.0783141947
Morris and Sons,5,93388.71731672749
Rowland-Barry,1,41504.29743753595
"Parker and Powers Morton,",1,25874.744567267957
"Moore Park and Brown,",1,29567.68142216368
LLC Cox,3,123213.40299889707
Harris-Bowers,1,43128.51074724426
"Anderson Morse, Torres and",1,48661.67813099252
PLC Jenkins,3,42874.53512994006
Hayes-Foster,1,29384.975266732195
Levine PLC,1,33461.96488396955
White-Morgan,2,81767.36546142612
Welch-Cole,1,30297.525425920187
Ltd Robles,2,74910.91324691054
Hughes-Allen,2,16045.34433299907
Parker-Foster,1,35751.85925934769
Woods-Smith,1,16415.77424974266
"Cochran and Rogers Brock,",1,15577.302409544456
"Estrada Ramos Jones, and",1,34419.86934534658
Inc Mays,1,13268.819803861465
LLC Clark,14,456850.8998738449
"Jennings Caldwell Christensen, and",1,31159.790800216244
Rich-Parker,1,20154.39520069464
"and Peters, Rivera Valdez",1,98.86732039284936
Russo-Patrick,1,43330.99292796615
Ellis Group,4,131578.17537091096
Brooks-Dougherty,1,15731.556738378124
Stuart-Fuller,1,12505.567490032374
"and Fleming Pena, Smith",1,29166.475451632214
Group Mills,2,72680.34324968625
Kramer-Hogan,2,81574.36099960115
Berry-Cox,1,48052.12313874788
Rice Inc,4,84945.08254761406
Burnett-Blake,1,45555.30492376668
Nguyen Ltd,3,46682.96942860486
Sons and Lester,1,17462.11983883001
Sons and Hamilton,2,59401.76871663136
"Rios Collins and Foster,",1,5892.100787626216
"and Massey, Shaffer Simmons",1,12717.383089374156
Inc Romero,1,46199.698946493525
"Wong Carroll and Blair,",1,4638.777865942383
"Scott Jackson Montgomery, and",1,31726.586792059512
Flowers-Gonzalez,1,26285.183571649708
Horton-Massey,1,19426.602425439803
"Holt and Fernandez, Berry",1,8645.826975172731
Lowe-Watson,1,5017.02228793289
Foster-Davis,1,15272.882061434575
Acosta-Davila,1,10541.956261111505
Solis-Myers,1,2477.1785908204565
"Mcguire, and Brown Blackwell",1,7851.309664322669
Lopez-Walker,1,30502.974380997468
"Mayo and Malone, Butler",1,40126.6106885186
Thomas-Manning,1,35721.5369486966
"and Olson Moore Simpson,",1,14229.799130957086
"Stein and Wilson Paul,",1,11502.195516887026
Inc Beasley,1,45914.51449387973
Holland-Guzman,1,42883.44325922314
LLC Robles,1,49479.47433447826
Freeman Ltd,2,62167.35888858967
Hudson LLC,4,59715.100668517836
Taylor-Kennedy,1,35332.79741670195
Osborn-Manning,1,36201.28710804834
Gomez-Lee,1,25291.685274573367
Burgess Ltd,3,87659.87654028347
"Gross and Church, Werner",1,45980.27630564243
and Sons Wise,1,49547.33599810854
"Green and Anderson, Ho",1,34174.33253286604
"and Buckley, Jones Gonzalez",2,92764.47730552046
Group Mcmillan,1,4422.7368401977055
"Wilson and Young, Velazquez",1,5585.64576846425
Hooper PLC,3,79310.37560153803
Powell-Mcpherson,1,10898.382138318939
LLC Blackburn,1,9740.1151094721
"Montes, Williams and Ferguson",2,56795.42531168523
"and Taylor, Bishop Dillon",2,50831.20479534308
Haynes-Vaughn,1,32926.832232376735
Bishop and Sons,1,4628.046468407318
"Price, Hansen and Gonzalez",2,7421.157426254104
Smith-Wade,2,89505.52281065143
"Johnson and Lyons Wood,",1,48728.48867850737
Woods-Green,1,7711.527248825649
"Smith, and Henry Burton",1,49190.94412244728
Molina-Ayers,1,12708.155283428086
"Bolton Acosta and Little,",1,6889.6680200255005
Wallace-Wallace,1,23382.803444026395
"Barnes, and Daugherty Huber",1,33583.78811729853
"and Wang Pruitt Kelley,",1,15386.666899083086
"Johnson Brooks and Wagner,",2,16528.198693764793
Reed-Brooks,1,4696.179131709283
"Nelson Davis, Austin and",1,5668.302743619388
Harris-Preston,1,28189.845356379832
Anderson-Lewis,1,46556.49743610613
Guzman-Williams,1,44852.44206781404
Hill-Ashley,2,76895.02276718126
Dominguez-Bates,1,22513.335465510627
"Andrade Henderson Martinez, and",1,44181.83721149249
"and Williams Erickson Krause,",2,79191.76299279892
"and Long Clark, Carroll",1,43528.62639700661
Sons and Rojas,1,37644.33027986892
Rodriguez-Brady,2,79900.0138756868
Cortez-Hernandez,1,16475.446625119126
David-Johnson,1,9167.976106914786
"Green and Baldwin, Norton",1,28996.901217740447
LLC Cherry,2,39326.672610124595
Myers-Jackson,1,32409.81651260929
"Francis Thompson Ward, and",2,74384.98405605722
"and Davis, Smith Beard",1,28840.5203334704
Group Nixon,1,28491.60626882712
Robbins Group,1,35061.66710706907
Moore-Harris,2,33655.64432649496
"Vang and Cooper, Cruz",1,46367.77617298223
"Farrell Lowery and Richards,",2,20843.012927681993
"Miller and Little Gray,",1,47673.565901639726
Schmidt-Edwards,1,44632.4705900061
"Wade Gonzalez Singleton, and",1,25595.59305301115
Diaz-Koch,1,36274.381881912166
Barrera-Reyes,1,25565.6376410994
"Kelley and Abbott, Fields",2,34497.82255877428
"Curtis and Sanders Harrington,",2,50624.22937406378
"and Bird Williams Williams,",1,15529.57239215169
"Davis Coleman, Hardy and",1,13864.103980186552
"Rodriguez Armstrong, Velez and",1,23153.807912516095
"Ruiz, Baker Davis and",1,43576.54838034545
"and Mclaughlin Johnson Baker,",1,12292.465968557868
"Cardenas and Moore, Ellis",1,25090.270048177124
Garcia-Grant,2,94206.70443700212
"Olson and Martinez Sandoval,",1,17301.052994571575
Long-Diaz,1,7910.870165143387
"Day Potter Vargas, and",1,27144.224487675463
Baird-Wood,1,4427.769321088787
"Gonzales, Warner and Yoder",1,22937.118181609276
"Rodriguez Williams and Delgado,",1,16577.1211015092
"Diaz, and Villanueva Becker",1,25110.00938055354
Nguyen-Bennett,1,35680.95830546792
"Martinez Palmer and Schwartz,",1,18171.74576769984
Bush-Roberson,2,88174.2384265781
"and Savage Luna, Nichols",1,46834.945614130425
Sons and Cummings,1,20544.707329577217
Shaffer-Smith,1,19306.052081358364
Acosta-Thomas,1,27692.249691501394
Smith-Kerr,1,2261.4095714558753
Holloway-Davis,1,21911.900740654317
Beard-Leon,1,42752.330356164945
"and Miller, Gonzales Rodriguez",1,27619.597156573735
Richards-Horton,1,40664.88202479317
Shea-Bryant,1,27580.030097070052
"and Clark, Carter Rodriguez",2,87516.11989155148
Chase-Coleman,1,46260.194488954534
"and Thompson Kelly Sanders,",2,63256.85257075324
Sons Washington and,1,5870.326783106337
"Khan, and Rodriguez Fischer",2,38366.337770791084
Ltd Cruz,4,139230.3978005401
"and Smith Harmon, Marshall",1,26139.785948846744
"Taylor Johnson, Beasley and",1,44211.016696409504
PLC Garner,3,86384.70393562835
Small-Simmons,1,1041.715022639426
Ltd Patel,5,185234.91123341257
"Baker Andrade, and Johnson",2,57063.545576282304
Walters-Bonilla,1,28774.57926472218
"Martinez Leon, Washington and",1,50066.071736749116
Group Velasquez,2,52237.89741242643
Freeman LLC,2,62535.197129110566
Ward-Vega,1,5020.53812436143
"Mitchell Sanders, and Beasley",2,86000.94126083206
Harris-Melendez,1,15558.254003924094
"Adams Odonnell and Cook,",1,34444.12005662962
"Jones Stone, Randolph and",1,23188.92042963003
and Rodriguez Sons,3,49938.1560532502
Harper-Garza,1,44343.17815924159
Johnson-Morales,1,26798.337663587867
Johnson-Wong,2,49116.68981089947
Proctor LLC,1,4640.047738194174
"Sharp Mcintosh, Rivera and",1,14087.778872197076
"Ward and Goodman, Wade",1,36815.27350033189
Inc Dyer,2,54087.005242592524
"and Spencer Johnson Lewis,",2,3079.2225934331755
Rose Inc,2,84763.44412990432
Group Bowman,2,53298.80848007788
"and Huerta, Cox Price",2,84698.21843879503
Weaver-Thompson,1,2242.9069014548045
Ltd Ford,2,60705.43422420591
Collins-Jones,2,47488.52024549803
"White Gray, Blair and",1,6262.00375991027
Duran-Berry,1,5939.304929046788
"Sandoval, Andrade Hunt and",1,34368.30954489732
LLC Moore,13,326146.15657695173
"Hinton Graves Jordan, and",1,43679.58829422859
"Massey and Brown Wang,",1,13183.403256784382
Johnson-Cook,1,9620.508473565105
"Evans Carroll, and Aguilar",1,42121.188793362715
"and Stone, Smith Matthews",1,41248.21515520056
West-Ferguson,1,33472.853915749205
Herring-Norman,1,2114.206153394968
"Rodgers, Jenkins and Mack",1,36946.59977125359
Jenkins-Thompson,1,46033.78456054955
Shaffer-Silva,1,9824.073838184977
"Brown and Jimenez, Russo",1,38167.90205298968
LLC Chen,2,46235.5460566822
Hughes-Davis,1,43546.22598786074
Johnson-Bryan,1,3055.791975673474
Love LLC,1,43408.93222560924
Hamilton-Rasmussen,1,26785.719905981525
"Brooks Gill and Phillips,",1,18640.755628043444
Alvarado-Lopez,1,4762.55925858157
Rogers-Carter,1,36948.02492569671
"Mendez Sanchez, Herrera and",1,19173.797501310328
"Jones, Zimmerman Ballard and",1,48194.8111717489
"Martin Neal Rasmussen, and",1,18833.1024883658
Byrd-Scott,2,59858.62263620654
Lutz-Navarro,1,23749.87931685584
"Parks, Aguirre and Simmons",1,14952.448250328383
Montgomery-Bell,1,31026.22678719589
Patton-Griffin,1,18500.167705034695
Daniel-Lane,1,23356.306227973822
"Berger Edwards and Carey,",1,5482.04258497542
"and Singh, Hall Nichols",1,6271.93918735599
"and Neal, Cook Garcia",1,7587.352936390286
Phillips-Bryan,2,57505.32103870274
"and Rodriguez Rogers Sanchez,",1,41500.391215981064
Young Sons and,1,39833.070406838764
"Thomas, Richardson and Jones",1,21820.933594597976
Sims PLC,2,93496.2337489526
Kim Ltd,2,54214.48662811195
"and Johnson Rodriguez, Nelson",1,29355.982793343657
Group Mendoza,2,65700.58657169846
"Paul and Moore, Rodriguez",1,25324.900564632684
Group Barrett,3,88058.82765906543
Cunningham-Deleon,1,46369.69328972313
"and Richards, Smith Brown",1,27733.794007373082
Group Lane,2,39181.820146844955
Duncan-Diaz,1,49647.64205686292
Cruz-Schultz,1,10324.261771874164
"Lutz Jackson Coffey, and",1,47005.48141046687
Harris-Owens,1,31404.305277599247
Sutton-Stanley,1,43157.24873376534
"Hutchinson and Armstrong, Weber",1,7341.848166129308
"Bush Boyd and Mcbride,",1,19415.409786712502
Ltd Cherry,1,4923.405472038284
Jennings-Gates,1,43341.506167738975
"Odom Smith, and Carson",2,34150.935184830036
"Miller Bauer Thomas, and",1,20139.027992598913
Robinson-Hodge,1,36464.41194082256
Gonzalez-Valdez,1,39720.09212556871
Good-Dean,1,47886.61128226937
Gonzalez-Patel,1,5010.170579358427
Thompson-White,1,13566.05754485704
Mitchell-Hoffman,1,26346.405141997977
Robertson-Gomez,2,75635.92951650773
"Smith Shields, and Clayton",1,2038.3368736510906
Coleman-Rodriguez,1,44894.649341203345
Cook and Sons,1,11548.903634706894
Steele-Holmes,1,7630.880897030707
"Conway Reese Campbell, and",1,34200.49399600208
"Cummings Hamilton, Browning and",1,15969.952707291792
Gibson-Howard,1,37800.12459206469
Wade-Cooper,2,41711.397613073
Franklin-Horn,1,39195.24129656302
"Villa, and Gill Matthews",1,29182.274496906335
"and Walker Mcintosh Dickerson,",1,16484.475122002113
Roberson-Gallegos,1,42021.8628156902
Hall and Sons,1,25007.00245365199
"Smith Dominguez, and Harris",1,12191.06942141201
Chase-Oliver,1,13491.76203418829
Richardson and Sons,1,38606.48023986808
Martin-Mcdonald,1,11521.832594944552
Nelson-Stone,1,31571.11568669533
"Castillo, Suarez and Mcdonald",1,5680.753272136805
Pennington-Thomas,1,20900.568350693156
"Hicks, Brady and Brown",1,3980.4473763964475
Hampton-Taylor,1,42715.96599111635
"and Berger Terry, Franklin",1,43999.9786161272
Walker-Elliott,1,34524.535818522876
"and Matthews Stone, Oconnor",1,6933.504951665756
Morris-Morgan,1,41504.55359517414
Nguyen-Alvarez,1,49382.38751430927
Davis-Collins,1,19097.7610889236
"and Duncan Williams Hopkins,",1,38805.45067215231
Klein-Scott,1,46985.310550402035
"Baker Hoffman Carpenter, and",1,23549.00778099861
"Hunt Orozco Murphy, and",1,34881.65119056397
"Hayden Navarro Bates, and",1,10820.722236311027
"Gonzalez and Webb Perez,",2,77282.9233208933
Phelps-Hammond,2,37195.497042471405
"Reeves, Franklin Hall and",1,23780.82565501443
Price-Schmidt,1,11382.213614501885
Valdez-Lane,1,41610.52941966562
King-Douglas,2,84773.29284576823
"and Moore, Murphy Murphy",1,6241.914660767562
Jackson-Martinez,1,35072.7568459243
"Townsend and Duke Ballard,",2,70573.0017711082
LLC Stevens,1,16352.421010204363
Robertson-Burch,1,8637.993339550792
Bolton Group,1,17550.62112920994
"Lewis Olsen and Mcguire,",1,11538.260998792022
"Clements Riddle, Wilson and",1,34063.78927079812
"Norton Rice, Lester and",1,38250.885000740884
"Cole, Mccullough Livingston and",2,19055.961743079788
Higgins-Evans,1,43750.35942361232
"and Carpenter Thomas Leblanc,",1,48268.959434578865
Durham Group,1,48862.20369486527
Matthews-Miller,1,44180.37371494041
"Gomez and Rose, Hogan",1,40592.61377553569
Olson-Skinner,1,17437.668460644538
"Stevens Prince, and Schmitt",2,72086.90798464663
"Mckinney, Torres and Jacobs",1,14000.40046922356
"Salinas and Parker Nelson,",1,41698.21699239252
Farrell-Zamora,2,58697.45633830921
"Flowers Mccarthy, and Williams",1,7702.674386166924
Mcneil-Edwards,1,20940.055358471818
Jones-Velazquez,2,13468.16465503447
Bell-Paul,1,41034.67343812875
"Smith Henderson, Crawford and",1,10747.011261765127
"Walsh, Howell and Jennings",1,14405.939243142044
"Wilson, Ward Taylor and",1,8726.699006488327
Clark-Leon,1,22992.305851943063
Peters-Bentley,1,46237.975761230606
Weaver-Figueroa,1,18563.447617777707
Bruce-Preston,1,29270.435015011888
"and Lynch Rodriguez Clark,",1,39878.389434115335
Long-Jenkins,1,43673.7282637953
Sons Acosta and,3,130274.21781889678
Jimenez-Shaw,1,11001.998694363232
"Bishop, Wong Brown and",1,35127.93182761784
"Williams and Payne Burke,",1,20969.932657142268
Rojas-Rodriguez,1,40315.468991684495
Davis-Rivera,1,30721.126423224745
Henry-Osborne,1,24629.484564964627
"Kelley, Harris and Welch",1,5623.413068913845
"and Alvarez, Choi Jackson",1,9230.71903845287
Wyatt-Alexander,1,3389.445508853494
Payne LLC,6,109572.4334666623
Haas-Garner,1,10467.646842463502
Turner-Parker,1,34212.39190923436
Garcia PLC,12,428346.5977404602
Schroeder-Hicks,2,89260.41817232866
"Brown, and Barnett Osborn",1,38220.21474833536
Hill-Wong,1,9665.98219074618
"Crawford, Robertson and Vance",1,50663.1290612258
"Silva Nguyen, and Hayes",1,46633.92085950772
Sullivan-Guzman,2,9103.321477193853
Jacobson-Potter,1,4284.12869080917
Watson-Davenport,1,12200.398835977201
Sons Jones and,6,186493.26166046868
"and Vazquez, Burns Smith",1,36443.23027606307
Meyers-Jenkins,1,38471.76940095221
Nguyen-Kennedy,1,39062.21898413038
PLC Austin,1,42344.62255720427
"Smith Harvey Wells, and",2,47680.62183328486
"Allen, and Parker Lynch",1,17077.983086516724
Ayers-Bowers,1,10487.865997908935
Burgess-Wiggins,1,28534.124922841613
"Green and Ray Allen,",1,2368.1123180966374
"Johnson, and Wood Brown",1,19906.500266046176
Pierce Inc,2,34821.88439964944
Sons Combs and,2,8218.807086820989
Sawyer-Hess,1,26529.60364832571
Walters-Walker,2,96879.45559962644
"Richardson, Reed and Butler",1,29425.90806592503
Duffy-Petersen,1,21121.04540629757
Campbell-White,1,4500.301672887987
Sharp-Ayers,1,23938.87409497493
Ltd Sanchez,3,91554.95141017999
Mayo LLC,1,24498.28768687613
Inc Morales,8,173670.17552972524
Crawford-Pennington,1,15808.504323597466
Gallegos-Scott,2,89869.77062506654
Sons Beasley and,2,8293.114675220417
"Castaneda Bailey and Garcia,",1,34135.559306771305
Duncan-Carter,1,16574.841510412294
and Jones Sons,9,218466.38253374732
"Smith, Phillips and Gentry",1,23778.267589374773
Ray PLC,2,69594.42522629086
Stark LLC,1,25550.981905145753
Jones-Henry,3,61635.278746269236
Roberts-West,1,32929.81760964563
Valdez-Rojas,1,1398.7706015202164
Ltd Higgins,5,81543.830647132
and Fuller Sons,1,8277.669158857545
Lane-Moon,1,12707.405361578443
Neal PLC,1,49816.390249336706
Jones-Clark,1,5812.540609906651
Cole-Crawford,1,13888.485793381373
"and Adams Morgan Livingston,",1,16560.504364200806
Hall-Pearson,1,13942.040307416755
Key Ltd,1,22203.978304782857
Brown-Dixon,1,16516.01893228684
"Robinson, Lewis and Carroll",2,49199.91606805594
Gilmore-Richard,1,45722.15101605479
Hunter-Thompson,1,16828.337720518142
"Ray, Miles Christian and",1,14715.338324170109
Allen-Rice,1,26718.27261285043
"Dougherty Carpenter, Cooley and",1,42382.55247951629
Rollins-Mcguire,1,15802.1046968179
Gentry Ltd,1,38439.88654751507
"Booth Choi, Alexander and",1,36651.48724090104
"and Robinson, Chapman Salazar",1,46096.58934039531
PLC Payne,1,29172.717822811836
"Clark and King Harris,",1,24653.62966109919
PLC Sanchez,3,113943.41462563523
Webb-Smith,1,19321.984793824966
and Dominguez Sons,4,59699.246287496826
"Spencer, Zamora Sims and",1,32223.630957130114
"White, Davis and Velazquez",1,22351.267045253426
"and Brown Johnson, Jimenez",1,23868.393728858613
"and Arnold, Phillips Fox",1,48688.15400629827
"and Marshall, Kennedy Wilkinson",1,41016.40413835777
"Dunn Brown and Lopez,",2,16270.864843458829
Gallegos-Hartman,1,704.97107186828
"and Martinez, Mckinney Winters",1,20358.737025691837
"Duke Warren, and Copeland",1,49426.3815099965
"Hall Johnson and Webster,",1,39364.729090832836
Newman-Bishop,1,13836.154784481912
Inc Lucero,2,10675.545205338769
Cooper-Miller,1,21242.781380054454
"and Howard Carter, Hart",1,35843.44865952345
"Roberts and Bauer Summers,",1,43557.64000614601
Chambers-Thompson,1,26589.16326413887
Blanchard-Strickland,1,33101.46984805842
"Murphy, Lozano Morrison and",1,8997.783265439177
Taylor-Ortiz,1,48102.43190010415
Kline-Cooper,1,9034.786301230792
"and White, Stone Frank",1,13527.797685664946
"Rodriguez and Mcdonald Thomas,",1,26932.795271486473
"Gomez, Duncan and Chavez",1,2454.4527485291924
Carter-Diaz,1,40733.638517149375
Horton-Kane,1,4881.872511994063
White-Garrett,1,47749.73981779107
Snyder-Hodges,2,13125.191944981976
"Tucker and Villarreal Wells,",1,14282.961882515458
"Harper and Rojas, Santos",1,16839.109594113794
Bowen-Clark,1,19080.558461704833
Rodriguez-Montgomery,1,41917.504455629496
Hoover-Lee,1,41652.262833356785
"and Johnson Barnett, Ramsey",2,72229.56467991135
Wallace Sons and,2,77134.70938081568
"Castillo Sanders, Levine and",1,49913.272719619956
Diaz-Suarez,1,45901.91836866929
Ltd Merritt,1,6049.198386081277
"Miller and Brown Hurst,",1,2407.516442990989
Tran-Gordon,1,5603.270649228228
Moody and Sons,1,20999.594797554495
"Jackson, and Brown Gould",1,28814.979238564756
"and Schwartz Rice Ramirez,",1,37980.30792356802
"and Howe Price, Fritz",1,13818.809790270932
Blair-Hernandez,2,85603.392974963
Young-Juarez,1,15568.538036913993
Mckinney-Clark,1,17375.179341335715
"Smith and Lawson Mcdonald,",1,18271.4383105738
"Lewis Brown and Williams,",1,6873.573784143613
Brooks-Wells,1,19995.199320641026
"Copeland and Flores, Vang",2,30767.561593038015
PLC Hinton,1,43651.547429506245
"Harrison Hall and Kirk,",1,49102.44979229249
"Mcgrath Lopez Rogers, and",1,34831.05950613835
and Atkins Sons,1,45574.81442682826
Wood-Morris,1,44790.77179992383
and Austin Sons,2,43719.03094113595
Allen-Robertson,1,8531.685323848684
"and Miller Lewis Rodriguez,",1,5770.040228320599
"Freeman, and Miller Gibson",1,4844.769084675064
"Wang and Riggs, Martinez",1,3683.9605325724974
Duke-Petersen,2,51103.396620352374
"Braun Kim, and Lowe",1,24791.650751686626
"Vargas and Brown Jones,",1,33214.85584410146
"Turner, and Kennedy Walker",1,8015.393700853137
"Baker Alvarez, Pham and",1,41725.5549775865
"and Williams Mcknight Brown,",1,9191.195142538925
"and Harrell, Sanford Barrett",2,32137.284836244038
"Miller Miller and Freeman,",1,41313.522848006854
Hall-Flores,2,71174.41527431709
"King, and Beard Larsen",1,24420.039828551726
"Reeves, Martinez and Morrison",2,75297.5591984742
Mccarty and Sons,1,9736.141655545043
Barton LLC,3,67187.98234613847
"Stevenson, Garcia and Williams",1,47725.62043704613
"Fisher and Buchanan Garcia,",1,31301.16268630012
"Johnson Hale, and Kim",1,26455.642587418104
"and Zhang Underwood, Martin",1,42984.54756543825
"and Griffin Vaughn Berry,",1,32577.63987580697
Kramer-Carroll,1,15646.529028570532
Group Hopkins,2,45956.605257017676
"Peters Fox, and Bell",1,6065.713755363858
Aguirre-Sims,1,5367.369886690083
"Briggs Walker Martinez, and",1,52024.72644288463
"and Mcknight Robinson, Castro",1,34147.95140813564
Short-Carter,1,22169.915007024516
"Castillo Jackson Allen, and",1,41216.88139607747
Cochran-Sawyer,1,44665.682453333604
Anderson-Moses,1,4002.377040438151
"and Smith Rodriguez, Simpson",1,37596.89471619628
Watkins-Evans,1,7895.930575084402
"Palmer, Nguyen Kim and",1,6015.620475915002
Smith-Adkins,1,31512.51689231324
Green-Stewart,1,43109.174849736875
"Riggs Nelson, Cline and",1,48336.94432351046
"Smith, Burton Cervantes and",1,38792.929604115285
LLC Phelps,1,31775.844002587855
"Gonzalez Hernandez and Ramos,",1,48065.82324071859
Hess Inc,1,35981.69864370858
"Nelson Walker Myers, and",1,6767.634396544945
Rosales-Sweeney,1,27361.249684806888
Riley PLC,3,73946.6165597786
Brown-Diaz,1,44008.05021162504
"Smith White, and Ryan",1,19650.001786591307
Group Santana,4,88198.31865372833
Roberts Inc,5,136019.58388846274
Lamb-Hansen,1,45177.87574226839
Malone Group,1,8063.3022073370175
and Martin Sons,3,85359.47295652668
"and Vargas Sampson Young,",1,15801.691418973578
Malone-Khan,2,89365.88104906406
Davis-Young,1,4543.004707969074
Mcbride-Park,1,22673.14869403134
