Hospital,Patient Count,Total Billing
"Potter and Romero Mcguire,",1,13673.955972035521
Mcintosh-Evans,1,35176.56177682761
Williams-Martin,1,20121.115618694348
"Webb, Frye Carter and",1,11011.601035318437
"Fry and Drake, Schwartz",1,15053.64634031889
"and Foster, Garcia Bullock",1,21777.818514658473
Lynch-Fleming,1,8158.830926420276
and Sons Christian,1,33453.54051548842
"Sanders Reyes, Webb and",1,16552.246648247383
Andrews-Lee,1,10215.53274307483
Johnson-Christensen,1,37014.897729511045
Luna LLC,1,40323.17863468228
"Lewis, Flynn and Barker",1,7761.40500255349
"Morgan, Reyes and Anderson",1,13600.893528227542
Andrade-Williams,1,11737.672529066425
Mathis Ltd,1,33351.62099643552
Sons Figueroa and,1,47852.094670184655
Prince-Best,1,39799.53693446031
Gilbert-Salinas,1,1682.4881865457412
"Wyatt Gomez and Herman,",1,12571.540401078622
Hooper-Norman,1,27918.817114406625
"and Franklin, Nelson Leblanc",1,27686.3281996267
Mccoy Inc,1,45794.452873880145
Walsh-Deleon,1,11556.028876741599
Anderson-Marshall,1,20516.01834467811
"Chang, Adams Brown and",1,20271.250583549772
Combs Ltd,1,10735.627506496177
"Miller, Gonzalez and Miranda",1,38176.50934468002
Fletcher-Andrade,1,32866.88708671067
Cruz-Mclaughlin,1,35171.350699231036
"and Martinez Sullivan, Ward",1,20714.44390586506
and Sons Duke,1,30679.32691100168
Griffin-Wall,1,14402.468530950897
"Steele, Stevens and Jones",1,27437.349570399874
Group Moody,2,27689.666520250248
Wilson-Melendez,1,3313.4459041203295
"Mathews and Guzman Miranda,",1,48488.170296557895
"Escobar and Anderson, Martin",1,38827.18226978839
Rush-Villarreal,1,19685.45241175083
"Daniel Reed and Brady,",1,5957.744393969056
"Hays, Robinson Elliott and",1,43347.17285097998
Graves-Pugh,1,48425.206875080155
Robbins-Koch,1,1794.7591661446875
Vargas Group,1,36337.21279324012
"and Peterson, Taylor Bridges",1,8946.712555239948
PLC Pope,1,8693.755843529998
Ltd Hawkins,1,39703.0958053363
Richard-Robinson,1,46128.45190261548
Patel-Castro,1,5216.680847223468
"Dickerson Lawson and Lindsey,",1,43716.77079491197
Woods Sons and,1,32736.5942074853
Humphrey-Glenn,1,42038.611163472495
Peterson-Fletcher,1,10406.48913325505
Schmidt LLC,1,21445.701192071578
"Smith, and Green Gray",1,49357.09126336061
"Wallace Middleton, and Martinez",1,29560.8502727856
"Perry, Walker Rollins and",1,19122.385952953806
Boyer-Page,1,9604.274350721822
"Smith and Noble Thompson,",1,4218.121514868681
Castro-Edwards,1,7691.379358263188
"Lamb and Ellis Harrington,",1,28969.204614232553
Good and Sons,1,13397.804409969529
"Gonzalez, and Hughes Roberts",1,870.3029093317225
Hubbard-Wood,1,18951.942235835522
"Young and Hinton, Wiley",1,13324.492605832997
Wolfe-Rowe,1,46382.04692380385
Campbell PLC,1,21513.772469378127
Jackson-Jenkins,1,22900.759558267662
"Hayes Cox Tate, and",1,5588.466574327612
Hartman-Shaw,1,21974.30020303475
"and Davis, Duran Thompson",1,47637.23463246438
Thomas-Kelley,1,2678.9539360591048
"Taylor, and Mullins Lara",1,7083.614266337014
Inc Cox,4,109076.33286952354
"and Frederick, Jones Garcia",1,3925.9338406051947
"and Fuentes Rogers Gill,",1,12605.74743982124
Perez-Mitchell,1,18467.079449113528
Ramsey-Thomas,1,38989.5337611512
Williams LLC,15,421102.5058608571
Ltd Dixon,1,48437.879591428486
Ramirez-Hebert,1,30659.375833619106
"Williams, and Howard Meyer",1,43582.94096475219
"Gill, and Casey Martinez",1,14361.086304076376
Inc Pruitt,1,33473.55013204379
Gibson Ltd,3,91815.51345771232
Wilson-Wilson,2,27099.230573312572
"Reese, Diaz and Johnson",1,12499.373659154564
Jackson-Webb,1,12780.263299818944
Inc Adkins,2,43565.966220572474
Sons and Johnson,7,183793.53126619576
Group Morales,3,85542.41351423408
Moore-Brown,1,17523.59132711801
Sparks-Hanson,1,16255.679737010038
Zhang Inc,1,40986.48420907616
Long-Mullins,1,5555.521523131938
"Smith and Perkins, Joseph",1,6314.322679988625
"Wells and Russell, May",1,6478.566613807511
"Bryan, and Cook Patrick",1,38174.67940908466
Ramirez PLC,3,81606.66491742482
"Brooks and Ramirez, Jones",1,11152.67428205904
Frey Ltd,1,38146.04079272983
Inc Marshall,3,73143.96374173247
Ward-Nelson,1,6880.141188109095
Reed-Bailey,1,10387.552110068898
"Rodriguez Cox and Benjamin,",1,32608.516380128243
"Lopez Parks, and Barrett",1,28991.831600895886
"and Barber Johnson Coleman,",1,33028.74246515039
"Bass Martinez Watson, and",1,8415.263244819473
"Rangel Anderson and Snyder,",1,3041.139308051636
"Mcfarland Diaz and Klein,",1,46759.58764233928
Inc Chambers,1,33237.62042690008
"Shields and Chandler Parker,",1,6421.713398967219
"Burke, Payne and Noble",1,9658.27135755046
Stokes-Wilkerson,1,34119.98316470941
Arroyo PLC,2,34136.580052962876
Coleman-Duke,1,18360.61600208718
"Mendez, Pierce and Fox",1,27422.733535745305
Rice and Sons,1,5127.438141642032
Ortiz-Sutton,1,27435.54083369808
"Cortez Anderson and Burns,",1,22391.004748156647
Stone-Davis,2,46064.591107371874
Vega Ltd,1,43562.67488756304
"Mcintyre Brady Ramos, and",1,43392.71506526133
"Miller Kemp and Cross,",1,9728.371969808935
"Ritter Graham Larson, and",1,16402.298223982463
"and Wilson Lambert Atkinson,",1,16965.364287893466
"Griffith and Bell Smith,",1,10427.122002643924
"Allen Sparks and Soto,",1,30406.91891749705
PLC Kidd,1,843.1418397697909
"Mckinney Brown, Dixon and",1,28937.100039218705
"Davis Dennis, and Johnson",1,25256.044323572278
"Kelly, Rodriguez and Logan",1,41992.55156150088
Martinez-Thomas,1,5639.086156277325
Pena-Ryan,1,19985.72599474997
Rhodes-Martin,1,44040.105970451055
Calhoun-Orozco,1,6029.451446686214
"Johnson, and Myers Smith",1,23913.80411358107
Peterson-Hoffman,1,36587.63778728321
Wilson-Estrada,1,24556.326066528527
"Vaughan Melton and Young,",1,16417.174121280106
Maddox-Harding,1,29831.647711244717
Gilbert-Cross,1,11194.346726994956
Woods-Garcia,1,48348.04075451041
"Cortez and Weiss Sanchez,",1,34987.912372094346
Butler-Robbins,1,13020.341137394036
"Harper Jordan and Thompson,",1,12127.726334111983
"Richardson Jones, and Scott",1,19537.593952459614
Rogers-Simmons,1,26582.83211590747
"and Hoffman Blake Hernandez,",1,7183.539480603252
Ltd Conner,1,35640.5065166928
"James and Miller Cardenas,",1,47940.712301829626
"Huff, and Green Phillips",1,29579.957137304384
"White Roy Dunlap, and",1,46263.24012867018
Wang LLC,1,30051.521316952796
"Charles, and Williams Reid",1,19737.650473608803
Roberson-Wong,1,18998.715283503847
Weiss Group,1,32341.17631238651
Sawyer Ltd,1,42862.693438746224
Guzman-Norton,1,11185.68885650321
"Martinez, and Hammond Hicks",1,48418.8421569977
"Stewart Garza and Webb,",1,37816.62759142233
Glenn-Kim,1,47839.914269384106
"Middleton, Watts Robinson and",1,23864.382596309533
Sons and Lee,3,104821.16735252303
"and Munoz, Stevens Adkins",1,25593.000705910606
"Mcmahon, Woods and Fields",1,43793.33547991891
"and Garcia Williamson, Wallace",1,12663.74080868696
Jimenez-Bautista,1,35792.30398786743
"and Mclaughlin Martin Morrow,",1,5379.674055928277
Gaines-Alvarez,1,29653.10673787567
"Scott Lang Riley, and",1,10081.141861486416
"Harris, Terry Hicks and",1,16935.234582359597
Martinez-Bass,1,50160.84546443675
Peterson-Williams,1,14902.947026197908
"Dixon, and Bender Nelson",1,26792.175626504653
"and Sharp, Boyle Oconnell",1,19206.591091936087
"Farley Payne and Walker,",1,18557.216854474358
Edwards-Buck,1,14798.590223997662
"Sweeney Beltran, Reynolds and",1,1525.4235330390688
Tate-Phillips,1,12785.653231159788
Elliott-James,1,14981.37049632613
Powers-Hawkins,1,15798.034216299586
Ferrell-Hill,1,5137.411382229368
"White Mitchell and Hurst,",1,2481.50742352126
"Gordon Carter, Brown and",1,20257.525039739434
"and Stewart, Garcia Johnson",1,35398.181977811815
Miller-Lawson,1,24637.090064033247
Woodward Ltd,1,43353.40395231945
Perez-Carlson,1,17855.80106776281
"and Hess Delgado Foster,",1,32535.448366090404
Bailey-Hunt,1,8867.74666914176
Moore-Pierce,1,33653.654883162475
"Weeks, Carey Johnson and",1,31013.91950442644
"Byrd Moore, and Norton",1,33762.125937360666
"Hughes and Wong, Tanner",1,32893.81307650217
"Patrick, Munoz and Banks",1,47263.31572495158
"and Solis Fisher Davidson,",1,47560.09364180231
David-Sellers,1,14735.405267710632
Jones-Humphrey,1,39451.94963085866
Winters-Powers,1,24815.507257410427
Hill-Johnson,3,83195.66314771885
Brooks Ltd,2,62790.70862202173
Baldwin-Wheeler,1,16063.778048994993
"Giles and Barnett Ortiz,",1,14281.1916626242
White-Graves,1,2591.1699009326476
"and Thomas Butler, Crawford",1,35444.9967968351
Mckinney-Johnson,2,68682.2623257345
Long-Herrera,1,41886.05071982197
"Lee Bowman Cooper, and",1,47856.410625640056
Peterson-Cunningham,1,10727.132621955316
Smith-Cruz,1,3179.6425362017335
Rivera Ltd,1,30292.354817230716
"and Galvan, Villa Decker",1,15035.768097539742
Torres-Hayden,1,18999.32843405176
Burton LLC,2,50350.067642865404
Morrison-Snyder,1,28063.614618732256
Brown-Lopez,1,10700.683235801162
Ramirez-Harvey,1,37313.92436092385
Garcia-Brown,1,18085.88984763393
"and Conrad Ponce Washington,",1,31057.961173114345
Melendez-Meyers,1,25317.636710651987
and Sons Miller,2,49846.66650973032
"Barrett, and Quinn Mann",1,12960.654111113217
"Smith Fields, and Cook",1,47607.18848413396
Perkins-Bernard,1,13970.367827589069
"Adams Murphy and Lopez,",1,20523.142205171545
Ball Inc,1,43040.02851407891
Simmons-Calhoun,1,46847.5192108751
Ltd Brady,1,39765.042252923115
"Larson, Ruiz Nguyen and",1,24331.428726230508
Morris-Franklin,1,20909.583198974204
"Cunningham, Aguilar and Acevedo",1,48482.644657858225
Buckley Group,1,45238.15697700719
Brown Sons and,3,71803.47763854539
Navarro-Johnson,1,6652.555077923766
"Vance Bailey, Phillips and",1,20589.667079304163
"Taylor, Boyle Dalton and",1,43935.22690507995
and Velasquez Sons,1,37723.355171878
Wood-Tucker,1,42202.19161160514
Mcdaniel-Love,1,22966.060516424004
Santiago Group,2,22694.975385823156
Hendricks-Smith,1,38338.48501687489
"Prince Hall and Crane,",1,27159.42757307974
"Newman Blair and Harvey,",1,35648.835020275605
"Lyons and Foster Rodgers,",1,30128.150071639302
"and Lopez Moore Evans,",1,45282.93896034506
Greer-Cortez,1,16992.159657588374
Robertson-Massey,1,24447.878527622583
Beltran Ltd,1,33051.1520049928
"Davis Jones, and Salinas",1,37418.60391027689
Smith-Sullivan,1,34280.643945059084
Ward-Franco,1,43763.90662807981
"Mcdonald and Smith, Smith",1,29837.160088467626
Mccoy-Rios,1,12870.419273110369
Fleming-Franco,1,35019.25896045132
"Jackson Carrillo, and Sims",1,49864.69568609915
Mcdonald PLC,3,80969.9305912139
"Martin and Boyd Bradley,",1,11751.938384605082
"Davis and Gutierrez Freeman,",1,30554.930791869014
Tran-Peck,1,44436.623220046065
"Williams, Lewis Castillo and",1,27405.977652682916
"Ramirez Avery Obrien, and",1,11461.282778824228
"Hughes Livingston, Dorsey and",1,30628.18173257604
Group Compton,1,42492.61428697817
"and Spencer Shepherd Carter,",1,3118.2136955049127
"Herrera, Sanchez Griffith and",1,28245.866583293264
Group Peterson,4,134533.6077811831
Sons Burns and,1,23569.933142549515
PLC Mcintosh,1,48682.164288081236
Group Coffey,1,40795.9947555415
Manning Ltd,1,13383.622780770156
Scott Inc,1,26785.734865997187
"Smith, Johnson and Booth",1,8380.695789279465
Stone-Hale,1,23120.596964767858
"and Payne Graves Torres,",1,5777.883998107717
"Burns Powell and Castro,",1,4836.8577430931555
Williams-Guzman,1,31618.996592243257
Silva-Sanchez,1,50711.72714521877
"Gutierrez, and Powers Chapman",1,22645.626894351946
Ltd Massey,1,23396.676636055352
Stephenson-Moran,1,24183.192908158162
"and Adams, Patton Carter",1,43656.57325603983
"Baker, Arellano Diaz and",1,37180.60767588362
"and Patterson Cortez, Ryan",1,28081.69190931488
"Martin and Thomas Eaton,",1,5381.577520838017
Hamilton-Miller,1,30906.551312881264
"Hensley Cohen, and Hill",1,25169.060604322556
"Jones and Hill, Medina",1,14294.898234310773
Choi-Harris,1,28349.444844680365
"Lambert, and Barry Jones",1,45772.852222561596
Long-Williamson,1,31039.113802571992
"Ramirez, and Alexander Bell",1,27841.37801029437
"and Martinez, Davis Luna",1,38250.25237724481
"Greene and Cummings, Jones",1,48720.51838489999
Webb-Brown,1,33541.56789112139
Wagner-Rodriguez,1,2071.930283898567
"Stewart Dodson Stewart, and",1,24139.193355748306
French Group,1,41063.93803593305
Preston-Levy,1,50197.900983850945
"Graves, Whitehead Weeks and",1,5148.1256049953545
"Pena, Rich Taylor and",1,3462.5986751267396
"Rogers Nelson and Griffin,",1,8532.945709312615
"Taylor Dougherty Terry, and",1,1543.9470870534171
Wright-Oconnor,1,49325.434804896235
Hines-Frazier,1,45949.20937392847
"and Miller, Gonzalez Hall",1,39533.20522523566
LLC Watkins,1,45372.49943663109
Roach-Jensen,1,8717.74050654767
"Scott and Jones, Adams",1,32061.577161254743
Short-Gallagher,1,44231.44470280878
"Brown Byrd Stevens, and",1,36582.62680974852
"Mccormick, Rodgers Young and",1,14767.015237041607
Stokes-Taylor,1,13564.396056100075
Reed-Benson,1,46763.26486113651
PLC Bean,1,3878.8768059565573
Barnes and Sons,1,32629.067748235255
"Ortiz, and Rios Price",1,45010.79763902513
"Young Wright Davis, and",1,21072.767468832488
"Haynes Lopez and Simon,",1,23545.37994067853
Owens-Douglas,1,18620.84904695403
Austin-Galvan,1,29441.691325240427
Ltd Simmons,3,75597.25021505816
"Willis Stewart, and Warner",1,7701.043313670002
LLC Long,2,56434.8110098196
Moses-Randall,1,8690.270052290243
"Gray Snyder and Perez,",1,21854.134980702132
Phillips-Walker,1,4189.2980123817015
Inc Elliott,1,46310.2183178841
Stevenson Ltd,1,7864.79204958754
"Patterson and Hall, Kidd",1,49095.70925651611
LLC Montoya,2,68224.463707318
"Lewis, Brown and Freeman",1,2040.111940379966
"Williams and Gonzalez, Mitchell",1,8500.164816742956
Davis-Carroll,1,16033.98299508111
"Rivers Poole, Coleman and",1,2239.4126451728434
Singh-Reyes,1,49596.646975800475
LLC Tran,2,42255.03550582067
Gray-Lee,1,33490.89798262898
"Ortiz, and Lawrence Cunningham",1,40940.68334125454
Grimes-Ramsey,1,34418.679991883415
"French Wells, and Schmidt",1,41845.145430124074
LLC Phillips,1,5777.512087313406
Parker Ltd,2,47257.55395197293
Sons and Lucero,1,13678.167229189148
"Lee Conner and Bradley,",1,42393.741840320705
Stewart-Clark,2,64895.001746866954
Group Nelson,7,90027.28571819002
Underwood-Jackson,1,12407.802687390948
"and Thomas Lopez Lamb,",1,40278.99085632309
Abbott-Castillo,1,18397.74214816412
Long-Barnes,1,15747.998765577158
"Savage Thomas, and Warren",1,44919.370796390955
Jordan-Ayala,1,50036.42037167448
Craig-Perez,1,3127.4746849325784
"Garcia Anderson and Olson,",1,18278.023545994714
Freeman-Cruz,1,3743.874122491314
"Page, and Ho Hatfield",1,17063.36731216046
Carr-Nash,1,10605.648666714711
"and Ramirez Leach Davis,",1,22771.93966713255
"Coleman Mcdowell Collins, and",1,44397.04909373566
"and Peters, Mills Diaz",1,26673.714306362865
Waller-Lewis,1,4357.82574554843
"Anderson, Gardner and Walker",1,14131.316810105598
Morgan-Williams,1,17753.324609319858
"Ruiz Chambers, Santos and",1,4397.525577724658
"Mclaughlin, Butler and Macdonald",1,36154.78330024449
Chapman-Smith,1,8150.596968727452
"Beck and Martinez, Salinas",1,24321.454451715494
"Ramos and Martin Scott,",1,41860.270413815706
Coleman-Brooks,1,7401.918724897885
"Lucas Jones, and Casey",1,9060.998450250432
Ritter-Blankenship,1,40974.82524425881
"and Marshall, Burton Mueller",1,40942.13678540441
Huynh-Adams,1,12716.06797023126
"Morrow, Jackson Poole and",1,6558.316177775238
Elliott-Sutton,1,2635.8991203646783
Pearson-Patton,1,36464.683373067994
"Blackwell, Francis and Phillips",1,1815.2685732353186
"Patterson and Riddle Jones,",1,47701.138701455806
Martin-Jones,2,49789.06114819586
Kent-Hunt,1,17363.134284810916
Cortez LLC,1,35013.69000349908
Kaiser-Monroe,1,5629.728985291789
"Johnson, and Wallace Palmer",1,23007.09643860659
"Santana Mathews Barker, and",1,41645.75699959756
Castillo-Mays,1,23643.826374572272
Barnett-Simmons,1,24003.53400761957
Ltd Sandoval,2,95189.1140475514
Barker-Marshall,1,48029.17035801971
Singh-Chandler,1,25944.838725124144
Webb-Rojas,1,21870.67380211147
Daugherty-Miller,1,2238.93900672008
"Morales, Newman and Contreras",1,27734.023055655063
"Stephens, Hinton Watson and",1,13998.243806916342
"Norman, Garcia and Finley",1,33437.31051985519
"Thomas Anderson, and Cox",1,7110.495160632672
Dillon Inc,2,37594.25839457015
Deleon Inc,1,33992.56806050043
Madden-Nunez,1,1579.0370102164302
"Lyons Gilbert, White and",1,25016.377526434462
"Schaefer and Watkins, Leach",1,40392.59424765485
"Smith, and Horn Kelly",1,3611.8324767222143
LLC Mendez,1,28765.553079957415
"Torres, and Lawrence Wright",1,25084.42534235305
Hernandez-Murphy,1,4769.397447606637
Jones-Powell,1,20723.753625166606
Parsons-Morales,1,34895.98223481669
Perry-Mack,1,10841.794742517644
Reed-Schmidt,1,15091.25758918627
"and Carter Hughes, Hooper",1,17955.975838007213
Knapp-Murphy,1,21348.051254618927
"Conway and Wilcox, Cowan",1,43227.603380912085
Anderson-Gaines,1,46187.24953259911
Lee-Weiss,1,46490.75109595231
"and Woods Guerrero Alexander,",1,30727.40280421255
"Rodriguez Boyd and Ward,",1,42776.16197371849
Guzman-Oneill,1,42671.37238120135
Ltd Vasquez,1,46260.718867905096
Blanchard-Wilson,1,18720.339894036286
"Smith Martinez, Munoz and",1,38329.80654949842
Shaw-Henderson,1,17548.84603421297
Romero-Johnson,1,28733.37958787671
Davis-Rodriguez,1,29606.09317768264
"and Hicks Murray, Green",1,20991.589611015195
"Velasquez and Walker Russo,",1,21296.518726963837
Charles LLC,1,38520.011193699655
"and Woods, Rodriguez Williams",1,6657.347141431693
"and Miller Prince Rodriguez,",1,10767.376669832578
Inc Howard,1,5471.7298167228955
Ltd Larson,1,42868.12013974878
Inc Travis,1,19554.00804895843
"Mcknight Perry Rivera, and",1,38497.7418379952
"Long Riley Lewis, and",1,31693.900794076744
"Jackson Parks, and Hickman",1,36047.1714265766
"Bailey and Wilson, Scott",1,23845.791168104395
"Alvarado Sullivan Miller, and",1,33378.64229368837
Thompson-Barnett,1,17734.260954569963
"and Khan, Foster Beard",1,3099.398301427721
Inc Lewis,3,104804.29881003476
Hickman-Briggs,1,33713.095181124445
Evans-Powell,1,33728.28526412783
Combs Sons and,1,6566.826709074956
LLC Thompson,5,100674.6163619281
Mitchell-Murphy,1,9596.094113438792
LLC Ross,2,68098.67836542765
Sons and Ramos,2,12546.307780857245
Lee-Smith,2,73292.88423370416
Novak Inc,1,43423.78750047607
"and Richards Paul, Fitzpatrick",1,7822.839912283564
Lane-Martinez,1,38679.88435697799
"Lawrence, and Bryant Pollard",1,17328.462023791963
Johnson-Hill,1,28740.756042628767
"Cunningham, Larsen Alexander and",1,11604.271808616213
"Brown Andrews, and Cunningham",1,35965.91152992376
Ochoa-Jennings,1,11320.44723273239
and Yoder Sons,2,57511.22401968774
Martinez-Washington,2,57685.70009890401
Pena-Barr,1,38840.1760702318
"Fischer Austin Johnson, and",1,18800.09797824105
"Fisher Perez and Sullivan,",1,19125.16630878508
Gonzalez-Orozco,1,5168.946310770116
Inc White,3,79915.03533078267
Olson-Hurst,1,29170.76953325268
Sanchez-Mccoy,1,19227.837424014688
"Butler, Harper Simpson and",1,40902.97942899887
Short-Sanders,1,5474.290895847653
"Evans Barajas Jacobson, and",1,32319.315663285764
Russell-Dyer,1,3148.4551263757394
Parker-West,1,40328.73605211626
"Mason, and Williams Estrada",1,36436.01304092223
Mason-Ayers,1,32786.40822961537
"and Chapman Floyd Kelley,",1,27044.730114125447
"Miller, and Johns Ray",1,21441.65068254122
Ltd Mccormick,1,21326.645439999134
Rivera-Newton,1,36769.9190714299
"Cook and Curtis Morris,",1,43039.61824753887
Hayes-Chavez,1,997.0475677964401
PLC Rhodes,3,73613.41030887727
"and Trevino Ross Garrison,",1,7646.605525117052
Dominguez-Taylor,1,45487.731619588565
Henderson Ltd,2,52410.4967073053
Austin-Taylor,1,13028.17331146828
Jenkins-Martinez,1,28200.78597770631
"Taylor Graham Riley, and",1,3336.917462302382
Cooper Inc,2,61851.51401256706
Harris-Gould,1,32719.30216139832
Norris-Lewis,1,10394.456751569553
Alvarez Sons and,1,36378.26070366677
Gonzales-Wilkins,1,4446.648427513205
Holland Ltd,1,12777.580554590475
Wood-Daniels,1,35529.6715212111
Scott-Morris,1,47515.43314669547
"Walton, Lopez and Potter",1,37876.44249911276
Young-Carr,1,31754.361354965855
Todd Group,1,34457.990976126406
"Smith and Miller Burnett,",1,11241.683055878852
"Gonzales Warner Rogers, and",1,10911.45044881199
"Anderson Johnson, and Morgan",1,46728.085617910925
"and Shaw, Edwards Duffy",1,36631.02071157208
Inc Fitzpatrick,1,30197.96745142992
"Hamilton, and Jacobs Turner",1,17736.356654419487
"Richard Arias, Coleman and",1,43213.305927664354
"Rivera and Hensley, Christensen",1,37675.683557380704
Group Velazquez,1,12183.41013912081
"Lopez and Eaton Weber,",1,24976.274926552964
Elliott PLC,2,10880.606648503177
"Meyers Thompson Santiago, and",1,39409.98784220571
"and Day Herman Wiley,",1,15867.168215068566
Taylor-Sanders,1,23049.473616384188
"Pierce Smith, and Wiggins",1,13519.134888701381
Jones-Wood,1,5433.47363498714
Smith-Matthews,1,31979.209981282253
"Lynn Lopez, Weber and",1,19682.05381442228
"Taylor and Medina, Thornton",1,45270.51411840687
"and Proctor, Jimenez Miles",1,5555.409111805426
"and York, Martin Martin",1,22419.202875345563
"Schmidt, and Robinson Steele",1,39891.8163014414
Hill-Gallagher,1,10207.99902723674
Edwards Group,2,50350.4981965247
"Smith Dean Reed, and",1,19371.845336862432
Swanson Group,1,43610.27619670562
"and Sloan, Ruiz Medina",1,41745.39328837835
Taylor-Kirk,1,39378.58080125575
Group Hamilton,2,43719.22410432693
Rodriguez-Harris,1,14038.703599642733
"Hunt, and Wagner Moore",1,32783.26311620051
"and Sutton Frank Rojas,",1,17275.511452956634
Richards-Burnett,1,5372.453609103298
"Davis Burch, Anderson and",1,43866.76240802957
"and Hayes Jones Stone,",1,15056.06388452391
"Jackson, Scott and Gonzalez",1,15506.948997447942
Robinson-Chan,1,11389.621529799662
Sons Stephenson and,1,6363.89840184821
Booth-Jackson,1,33427.905601171304
"Burton and Perry Martin,",1,13687.191158415706
Mcclain-Reed,1,18030.790780235697
Adams-Molina,1,21576.502345538738
"Jensen and Jackson, Greene",1,19204.917779997148
Huang-Blanchard,1,30143.301177121397
Acosta Group,1,37941.37825197917
Holt-Hale,1,2080.2559465312115
"Riley Erickson and Cunningham,",1,28958.312660753887
Wood Group,3,49651.92678711712
LLC Hayes,2,61452.4986965595
White Group,8,156997.59227135626
Burton-Hernandez,1,37516.602334624564
Jennings Group,3,48687.743441776794
"and Fleming, Brown Short",1,37500.87146703649
Cowan LLC,1,28935.13190850214
Martinez-Solomon,1,2120.438304293979
Newman-Barrera,1,38466.647768131494
Inc Park,1,27292.275487086117
"and Torres Wilson, Moreno",1,43448.424533856065
Anderson-Edwards,1,41555.952733072016
Parker-Flores,1,33468.74560462161
"Brown Baker, Phillips and",1,18813.799001922536
Group Gonzales,1,31411.969892753175
Martinez-Gentry,1,34142.18563381994
"Brooks, Perry and Lawrence",1,45136.51648697735
Werner-Medina,1,39953.41183745008
"and Richards Barrera, Olson",1,41138.03252423027
Brown-Baird,1,8727.802831502202
Padilla-Lopez,1,47380.37899474169
Sons and Allen,3,59477.094670470266
Holland Inc,1,39261.7182070858
Howard-Brown,1,32166.975038005734
Archer-Powers,1,12786.96177561481
"Jordan, Robles and Montgomery",1,3021.2985053110788
"and Newton, Cook Moreno",1,40002.88483238835
Ltd Krause,1,44856.30772645851
Parker PLC,1,12770.799450069308
"and Martin Johnson, Ochoa",1,3646.4341641613746
White-Martinez,1,23623.57639017075
Perez-Anderson,1,19372.936487530736
"Miller Hartman, Flores and",1,28930.86977936551
"Hutchinson and Nelson, Morris",1,51231.932858606866
"and Roman Roman Payne,",1,46939.91702695483
Padilla-Cox,1,24819.21293048853
Miller-Fuller,1,20454.740093042503
"Burch Drake, and Hogan",1,5197.233103526264
Evans-Wright,1,47946.86128279757
James-Andrews,1,2700.1631805977404
Duarte-Wallace,1,25294.91189556272
"Woods and Crosby Stone,",1,20914.02924740115
Edwards-Hampton,1,23512.579625972136
PLC Hayes,2,38863.678709800166
Moore-Sanchez,1,36306.76540422744
"Oconnor Swanson and Scott,",1,14664.155099458301
Chambers-Griffin,1,24471.273225338937
"Cuevas, Morrison Johnson and",1,22046.621727800386
"Stein and Calhoun Fernandez,",1,10968.848106170026
Salazar-Sanchez,1,20564.341166482733
Inc Leon,1,33477.40025458032
"Owens Jackson, and Ortiz",1,4520.656690960539
"Larson Martinez and Schmidt,",1,20360.334370266217
"Banks Diaz and Peters,",1,25828.44442232727
"and Hernandez Cook Wilson,",1,38158.85023392176
"Gonzalez Berger, and Morris",1,6512.957360589386
Ltd Rios,1,44441.38380463589
"Townsend, Jimenez Thomas and",1,40902.075625023645
"Nunez Carter Jefferson, and",1,96.00185132744173
Sons and Stephens,1,8622.167950604839
"Abbott Moore and Williams,",1,24799.596339229447
Perkins LLC,1,16111.987766593225
"Thomas Daniel, Hunter and",1,2623.8016833175197
Robbins LLC,1,16112.925965385743
"Cervantes, Wells and Barker",1,14245.348920462486
Welch-Campos,1,41851.223260433086
LLC May,2,74832.39017112055
"Baldwin and Perez Cook,",1,49021.82133201292
PLC Gates,1,46052.698072347026
"Herrera, and Welch Waller",1,13180.073397700335
Martinez-Bridges,1,28910.67294689981
Cox-Duncan,1,25476.12807984847
"Stokes Reed, Camacho and",1,48934.918618262425
"May, and Martinez Fleming",1,16252.222526035106
"and Boyd Reed Chavez,",1,28895.296507520157
"and Bailey Shea, Krause",1,24514.602637507956
"Ware, and Tate Mitchell",1,436.28827670972976
"and Lutz, Smith White",1,18468.90430975796
"Allen and Holt, Ford",1,11138.86414144602
Mccall PLC,1,13879.714441757913
"Anderson and Cooley Lee,",1,21552.803169067913
"Hurst, Spencer and Morales",1,21375.55088550052
"Richards Sampson, Morrow and",1,44175.13138055289
Freeman Group,1,42193.71427867047
Hudson-Obrien,1,46230.2470462652
"Vargas Scott, and Reese",1,22256.969886301948
"Baker Taylor, Wilson and",1,6915.48530079112
"Crawford Weiss Chan, and",1,16473.312883806997
"Romero, Ho Farmer and",1,5645.771845932295
Ramirez Ltd,2,41548.857463908214
PLC Dillon,1,7906.012585257067
Garcia-Smith,1,46056.91466666503
Nelson-Ray,1,38114.51634798756
PLC Black,1,41913.18394432633
Watts-Smith,1,39084.02921079279
Group Mcintosh,1,27329.868609931415
LLC Medina,1,22068.56457016814
Hansen Inc,1,30164.961185859112
"Salazar and Edwards, Singh",1,15756.1048261648
Mcneil PLC,1,39698.35411248679
Sons and Mendez,1,13304.423390811777
"Smith Roberts and Williams,",1,36759.91597641791
"Kirby, Baldwin and Carter",1,41199.21781731671
Brown-Cooley,1,43143.61987017449
"and Adams Rodriguez Hill,",1,29141.76261477588
Inc Ortiz,1,16064.643963520271
Barber Group,1,12486.285042160445
